City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
358,mount pearl,47.5166,-52.7813,16.19,94,100,7.2,CA,1725391099
359,coronel suarez,-37.4547,-61.9334,15.04,31,1,4.97,AR,1725391127
360,alice springs,-23.7,133.8833,10.75,43,5,0.0,AU,1725391128
361,boyolangu,-8.1181,111.8935,22.05,96,41,1.29,ID,1725391129
362,iskateley,67.6803,53.1512,7.67,96,0,3.45,RU,1725391130
363,kidal,18.4411,1.4078,30.79,50,98,2.02,ML,1725391131
364,luena,-11.7833,19.9167,17.39,26,0,2.42,AO,1725391133
365,pleven,43.4167,24.6167,25.97,44,0,2.06,BG,1725391134
366,champerico,14.3,-91.9167,29.44,73,17,3.86,GT,1725391135
367,tidjikja,18.5564,-11.4271,35.67,28,0,4.96,MR,1725391136
368,roanoke rapids,36.4615,-77.6542,25.11,68,75,5.66,US,1725391137
369,tobelo,1.7284,128.0095,25.95,84,92,3.06,ID,1725391138
370,igrim,63.1906,64.4162,6.64,89,50,3.19,RU,1725391139
371,kloulklubed,7.0419,134.2556,28.84,71,92,1.79,PW,1725391140
372,santana,-0.0583,-51.1817,34.1,59,20,3.09,BR,1725391142
373,saint-leu,-21.15,55.2833,21.09,97,13,2.07,RE,1725391144
374,swan hill,-35.3378,143.5544,6.12,81,6,3.42,AU,1725391145
375,tazacorte,28.629,-17.9293,22.86,80,75,7.2,ES,1725391146
376,guerrero negro,27.9769,-114.0611,24.79,61,0,7.36,MX,1725391147
377,pailin,12.849,102.6093,24.46,94,100,2.84,KH,1725391148
378,oppdal,62.5943,9.6912,11.91,96,100,5.06,NO,1725391149
379,aykhal,66.0,111.5,6.99,79,100,3.24,RU,1725391150
380,palmer,42.1584,-72.3287,23.62,36,20,0.0,US,1725391151
381,saint-francois,46.4154,3.9054,19.69,88,100,1.03,FR,1725391152
382,puerto deseado,-47.7503,-65.8938,12.28,37,0,7.27,AR,1725391153
383,adrar,20.5022,-10.0711,37.49,26,100,4.53,MR,1725391154
384,langepas,61.2544,75.2124,7.07,88,100,4.69,RU,1725391156
385,rongelap,11.1635,166.8941,28.5,76,15,4.69,MH,1725391157
386,seydi,39.4816,62.9137,22.07,16,0,4.64,TM,1725391158
387,ciudad lazaro cardenas,17.9583,-102.2,30.92,63,16,4.36,MX,1725391159
388,crane,31.3974,-102.3501,20.68,82,100,5.92,US,1725391160
389,lycksele,64.5954,18.6735,13.93,82,100,6.17,SE,1725391161
390,la porte,29.6658,-95.0194,29.46,83,40,3.09,US,1725391165
391,sungai raya,0.7,108.9,25.51,88,100,2.89,ID,1725391166
392,turrialba,9.9047,-83.6835,27.48,77,76,2.51,CR,1725390977
393,semenov,56.7875,44.493,15.1,79,0,2.9,RU,1725391168
394,flying fish cove,-10.4217,105.6791,24.82,88,100,5.14,CX,1725391169
395,laminusa,5.5549,120.9136,28.44,76,76,2.01,PH,1725391170
396,ambon,-3.6954,128.1814,26.04,95,40,0.51,ID,1725391171
397,opuwo,-18.0607,13.84,22.18,18,55,3.77,NA,1725391172
398,rockport,28.0206,-97.0544,29.45,86,0,4.12,US,1725391173
399,pundong,-7.9522,110.3486,23.44,89,97,0.76,ID,1725391174
400,errachidia,31.9275,-4.4285,31.03,23,40,9.26,MA,1725391175
401,kachug,53.9606,105.8817,5.02,93,82,1.41,RU,1725391177
402,juchipila,21.4167,-103.1167,28.11,54,87,1.75,MX,1725391179
403,san carlos del zulia,9.0,-71.9135,36.27,41,98,3.5,VE,1725391180
404,kolonia town,6.964,158.206,25.0,94,40,2.06,FM,1725391181
405,botosani,47.75,26.6667,25.64,29,72,4.07,RO,1725391182
406,kirakira,-10.4544,161.9205,25.52,78,96,6.28,SB,1725391183
407,dorado,18.4588,-66.2677,33.52,73,91,1.34,PR,1725391184
408,port lincoln,-34.7333,135.8667,15.2,37,7,8.29,AU,1725391185
409,yeppoon,-23.1333,150.7333,20.1,66,14,11.57,AU,1725391188
410,daru,-9.0763,143.2092,25.09,78,100,7.35,PG,1725391190
411,nieuw amsterdam,5.8833,-55.0833,34.01,55,20,2.57,SR,1725391191
412,saipan,15.1355,145.701,28.39,78,0,1.54,MP,1725391192
413,el-tor,28.2364,33.6254,31.1,41,0,6.04,EG,1725391193
414,pico truncado,-46.7949,-67.9573,11.96,30,99,12.04,AR,1725391194
415,hoeselt,50.8478,5.4858,21.49,87,100,2.54,BE,1725391195
416,kone,-21.0595,164.8658,17.82,90,53,1.44,NC,1725391196
417,homer,59.6425,-151.5483,15.43,81,40,0.0,US,1725391197
418,east ballina,-28.8667,153.5833,10.83,84,65,4.37,AU,1725391199
419,belyy yar,53.6039,91.3903,10.94,76,0,4.0,RU,1725391200
420,la asuncion,11.0333,-63.8628,31.85,66,42,7.2,VE,1725391201
421,farim,12.4839,-15.2217,25.11,94,97,2.76,GW,1725391202
422,alaghsas,17.0187,8.0168,27.52,70,100,4.96,NE,1725391203
423,lunglei,22.8833,92.7333,22.16,100,100,0.61,IN,1725391204
424,quartu sant'elena,39.2419,9.1839,28.33,75,20,4.63,IT,1725391205
425,gaiman,-43.2897,-65.4929,17.11,24,1,9.23,AR,1725391206
426,novaya igirma,57.1334,103.9112,7.15,95,100,1.95,RU,1725391207
427,khash,28.2211,61.2158,23.17,13,0,2.95,IR,1725391208
428,natal,-5.795,-35.2094,27.36,57,20,8.23,BR,1725390993
429,rawlins,41.7911,-107.2387,27.97,18,0,4.12,US,1725391211
430,chuguyevka,44.1653,133.8633,11.45,86,0,1.46,RU,1725391212
431,mahibadhoo,3.7833,72.9667,28.48,71,94,4.47,MV,1725391213
432,fort st. john,56.2499,-120.8529,14.94,77,75,4.12,CA,1725391214
433,kenai,60.5544,-151.2583,11.68,99,100,2.57,US,1725391215
434,lihue,21.9789,-159.3672,27.77,77,75,6.69,US,1725391216
435,aioun,16.6614,-9.6149,34.69,40,100,7.11,MR,1725391217
436,guajara mirim,-10.7828,-65.3394,40.72,15,0,1.72,BR,1725391218
437,oebisfelde,52.4333,10.9833,21.61,69,19,0.1,DE,1725391219
438,kardla,58.9978,22.7492,16.45,86,100,3.17,EE,1725391220
439,sosnogorsk,63.6023,53.8817,6.11,69,3,2.05,RU,1725391221
440,riviere-du-loup,47.8304,-69.5342,17.15,55,90,2.57,CA,1725391222
441,atoyac de alvarez,17.2,-100.4333,32.4,59,96,3.01,MX,1725391224
442,bu'aale,1.0833,42.5833,24.25,72,13,5.23,SO,1725391225
443,santiago de cuba,20.0247,-75.8219,32.85,59,41,3.18,CU,1725391226
444,laguna,38.421,-121.4238,31.77,28,0,4.63,US,1725391227
445,frauenfeld,47.5582,8.8985,23.18,85,19,1.2,CH,1725391228
446,ontario,34.0633,-117.6509,35.68,36,20,2.68,US,1725390985
447,nuriootpa,-34.4833,139.0,9.12,39,0,3.57,AU,1725391231
448,ilhabela,-23.7781,-45.3581,22.8,80,9,2.83,BR,1725391232
449,klyuchi,52.2667,79.1667,14.04,93,100,6.93,RU,1725391234
450,hobyo,5.3505,48.5268,24.85,79,19,13.6,SO,1725391235
451,george town,5.4112,100.3354,27.96,88,20,1.03,MY,1725391236
452,bodo,67.28,14.405,16.02,63,75,5.14,NO,1725391237
453,awjilah,29.1081,21.2869,32.04,30,0,4.02,LY,1725391238
454,dudinka,69.4058,86.1778,5.17,84,100,5.4,RU,1725391239
455,barra do garcas,-15.89,-52.2567,37.32,19,0,3.6,BR,1725391240
456,alto barinas,8.5931,-70.2261,32.97,50,59,3.29,VE,1725391241
457,zavodoukovsk,56.5042,66.5515,8.6,90,100,4.27,RU,1725391242
458,acajutla,13.5928,-89.8275,29.19,75,66,3.43,SV,1725391243
459,afua,-0.1567,-50.3867,30.68,59,100,1.3,BR,1725391244
460,tres arroyos,-38.3739,-60.2798,15.73,39,100,5.28,AR,1725391246
461,belmonte,-15.8631,-38.8828,25.8,60,0,4.33,BR,1725391247
462,liberia,6.5,-9.5,23.16,98,100,1.92,LR,1725391248
463,dikwa,12.024,13.9165,22.15,97,100,3.42,NG,1725391249
464,general conesa,-40.1,-64.4333,17.7,23,2,7.55,AR,1725391250
465,nemuro,43.3236,145.575,17.1,91,2,2.86,JP,1725391251
466,al ghayzah,16.2079,52.176,25.48,86,100,5.09,YE,1725391252
467,comodoro rivadavia,-45.8667,-67.5,13.92,30,0,12.35,AR,1725391181
468,prachuap khiri khan,12.2167,99.75,24.98,83,100,4.28,TH,1725391254
469,save,8.0425,2.486,26.43,73,100,0.48,BJ,1725391255
470,coalinga,36.1397,-120.3602,34.36,19,0,2.24,US,1725391256
471,miramichi,47.0043,-65.4654,20.0,23,12,6.03,CA,1725391257
472,kourou,5.1552,-52.6478,29.51,64,100,3.14,GF,1725391259
473,chivhu,-19.0211,30.8922,11.32,52,60,3.4,ZW,1725391260
474,nova sintra,14.8667,-24.7167,26.08,82,100,7.21,CV,1725391261
475,san fernando de apure,7.8878,-67.4724,30.16,74,24,0.91,VE,1725391263
476,den burg,53.0542,4.7972,18.99,72,100,4.12,NL,1725391264
477,sabzevar,36.2126,57.6819,23.23,7,0,5.14,IR,1725391265
478,acapulco de juarez,16.8634,-99.8901,31.9,62,40,2.57,MX,1725391016
479,ambovombe,-25.1667,46.0833,18.89,76,33,7.19,MG,1725391267
480,pisco,-13.7,-76.2167,19.03,72,0,4.12,PE,1725391269
481,lorengau,-2.0226,147.2712,25.75,85,100,2.14,PG,1725391270
482,yelizovo,53.1873,158.3805,9.08,76,40,2.0,RU,1725391271
483,macas,-2.3167,-78.1167,27.86,44,40,2.57,EC,1725391090
484,malango,-2.9627,119.9001,19.42,89,88,0.72,ID,1725391273
485,port shepstone,-30.7414,30.455,20.2,84,4,6.88,ZA,1725391274
486,nova olinda do norte,-3.8881,-59.0942,39.67,22,95,2.18,BR,1725391275
487,suva,-18.1416,178.4415,18.71,94,40,1.03,FJ,1725391276
488,kill devil hills,36.0307,-75.676,25.55,64,40,8.75,US,1725391277
489,shouguang,36.88,118.7375,20.3,82,54,2.7,CN,1725391278
490,rizhao,35.4275,119.4553,20.38,79,8,1.17,CN,1725391279
491,yingkou,40.6648,122.2283,20.88,86,29,4.0,CN,1725391281
492,weinan,34.5036,109.5089,24.18,81,93,1.76,CN,1725391282
493,dom pedro,-4.4833,-44.45,37.25,24,5,1.36,BR,1725391283
494,luderitz,-26.6481,15.1594,16.02,74,100,5.26,NA,1725391284
495,craig,40.5153,-107.5464,26.79,16,71,5.27,US,1725391286
496,kannus,63.9,23.9,10.79,94,90,0.39,FI,1725391287
497,laojunmiao,39.8333,97.7333,9.51,92,100,2.4,CN,1725391288
498,olinda,-8.0089,-34.8553,27.85,57,40,5.14,BR,1725391289
499,fada,7.25,4.0667,23.43,85,98,1.92,NG,1725391291
500,chilca,-12.5211,-76.7372,16.5,80,34,4.01,PE,1725391292
501,kingsbridge,50.2845,-3.7764,17.01,82,6,3.94,GB,1725391293
502,mil'kovo,55.6078,37.7956,22.02,46,0,2.88,RU,1725391294
503,gonabad,34.3529,58.6837,22.82,7,0,3.04,IR,1725391295
504,mizan teferi,6.9833,35.5833,16.46,93,3,1.29,ET,1725391296
505,arraial do cabo,-22.9661,-42.0278,23.98,73,0,3.6,BR,1725391297
506,al wafrah,28.6392,47.9306,33.88,19,6,6.53,KW,1725391298
507,san clemente del tuyu,-36.3569,-56.7235,12.63,64,36,4.48,AR,1725391299
508,sechura,-5.5569,-80.8222,23.93,56,17,6.02,PE,1725391300
509,severo-yeniseyskiy,60.3725,93.0408,4.28,92,100,1.23,RU,1725391301
510,kuala belait,4.5833,114.1833,26.41,85,100,0.16,BN,1725391305
511,taitung city,22.7583,121.1444,27.3,84,97,2.31,TW,1725391306
512,yauya,-8.9833,-77.3,19.22,26,9,2.04,PE,1725391307
513,jiazi,22.8779,116.067,27.05,80,100,7.52,CN,1725391308
514,piacabucu,-10.4056,-36.4344,25.54,63,100,3.43,BR,1725391309
515,ulan bator,47.9077,106.8832,7.07,87,20,3.0,MN,1725391310
516,shiguai,40.7058,110.2856,19.9,99,100,1.29,CN,1725391311
517,pizarro,4.9533,-77.366,27.17,83,62,3.89,CO,1725391312
518,tortoli,39.9256,9.6572,25.9,92,0,2.57,IT,1725391314
519,khagrachhari,23.1,91.9667,23.98,98,100,0.49,BD,1725391315
520,tam ky,15.5667,108.4833,24.66,92,100,2.22,VN,1725391316
521,murashi,59.3999,48.9615,6.75,88,0,2.33,RU,1725391317
522,chadron,42.8294,-102.9999,36.82,19,0,4.12,US,1725391318
523,nyandoma,61.669,40.1991,10.21,73,10,1.9,RU,1725391319
524,colonia,50.9333,6.95,23.86,80,0,2.57,DE,1725391320
525,celestun,20.8667,-90.4,29.97,69,100,4.3,MX,1725391321
526,sur,22.5667,59.5289,26.81,82,6,3.07,OM,1725391301
527,muzaffarpur,26.1167,85.4,30.73,66,100,2.02,IN,1725391323
528,dawson creek,55.7666,-120.2362,16.8,63,0,4.63,CA,1725391324
529,swanley,51.3972,0.1732,18.42,69,20,2.57,GB,1725391326
530,bubaque,11.2833,-15.8333,26.8,83,31,7.61,GW,1725391327
531,pathalgaon,22.5667,83.4667,23.14,94,100,1.55,IN,1725391328
532,fort bragg,35.139,-79.006,27.04,49,0,6.17,US,1725391329
533,vila velha,-20.3297,-40.2925,23.97,89,75,4.63,BR,1725391330
534,olonets,60.9847,32.9698,17.87,86,0,3.27,RU,1725391331
535,vryburg,-26.9566,24.7284,17.35,23,41,3.9,ZA,1725391332
536,peymeinade,43.6333,6.8833,23.97,75,0,1.03,FR,1725391333
537,macapa,0.0389,-51.0664,33.99,59,20,3.09,BR,1725391334
538,kanigiri,15.4,79.5167,27.66,71,100,5.04,IN,1725391335
539,fukura,34.25,134.7167,24.0,83,20,3.6,JP,1725391336
540,vung tau,10.346,107.0843,26.31,85,100,5.68,VN,1725391338
541,wattegama,6.7989,81.4808,25.66,78,100,2.87,LK,1725391339
542,hugo,45.16,-92.9933,24.96,53,0,8.23,US,1725391226
543,tshikapa,-6.4167,20.8,29.93,26,77,0.83,CD,1725391341
544,kingscliff,-28.2667,153.5667,14.41,67,75,4.12,AU,1725391342
545,rehoboth,-23.3167,17.0833,18.0,13,25,2.25,NA,1725391343
546,mary,37.0,62.5,21.46,12,0,3.44,TM,1725391344
547,nilanga,18.1,76.7667,22.37,93,96,5.7,IN,1725391345
548,despenaderos,-31.8163,-64.2899,20.88,12,0,3.54,AR,1725391346
549,ust'-uda,54.1742,103.0304,4.95,89,96,0.36,RU,1725391347
550,buta,2.7858,24.73,20.55,99,100,1.97,CD,1725391348
551,tynda,55.1667,124.7167,11.11,95,100,4.13,RU,1725391350
552,gebeit,21.0667,36.3167,32.1,26,16,1.87,SD,1725391351
553,bosobolo,4.1833,19.9,22.5,94,100,0.9,CD,1725391353
554,markala,13.7021,-6.0659,28.84,68,100,2.22,ML,1725391354
555,chicoana,-25.1009,-65.5331,24.03,26,0,5.96,AR,1725391355
556,cabedelo,-6.9811,-34.8339,27.37,69,44,7.12,BR,1725391356
557,erenhot,43.6475,111.9767,20.94,83,100,4.51,CN,1725391357
558,nova vicosa,-17.8919,-39.3719,26.05,63,0,6.56,BR,1725391358
559,bensonville,6.4461,-10.6125,23.98,93,55,2.82,LR,1725391360
560,coronel dorrego,-38.7187,-61.2873,15.45,36,6,5.75,AR,1725391361
561,baharly,38.4362,57.4316,22.71,9,0,2.69,TM,1725391363
562,lerwick,60.1545,-1.1494,12.44,91,99,5.15,GB,1725391364
563,kamloops,50.6665,-120.3192,25.55,47,75,5.14,CA,1725391365
564,takaungu,-3.6837,39.8566,24.32,83,6,6.88,KE,1725391366
565,xinqing,48.2333,129.5,13.33,98,100,1.67,CN,1725391367
566,gargzdai,55.7128,21.4033,19.54,67,100,3.8,LT,1725391368
567,lastoursville,-0.8143,12.7287,26.23,74,97,0.81,GA,1725391370
568,thunder bay,48.4001,-89.3168,22.95,56,20,7.2,CA,1725391371
569,kutahya,39.4242,29.9833,20.14,66,80,1.46,TR,1725391372
570,pandan,14.0453,124.1694,27.37,82,100,6.27,PH,1725391373
571,uray,60.1247,64.7758,9.31,80,100,5.68,RU,1725391374
572,port sudan,19.6175,37.2164,32.59,58,94,4.11,SD,1725391375
573,independence,39.0911,-94.4155,28.33,40,0,3.6,US,1725391376
574,dhuusamarreeb,5.535,46.3861,27.06,48,86,11.63,SO,1725391377
575,el kef,36.1742,8.7049,26.8,45,100,2.71,TN,1725391378
576,ilebo,-4.3167,20.5833,25.61,64,13,0.76,CD,1725391379
577,saint-joseph,-21.3667,55.6167,20.21,83,34,3.9,RE,1725391382
578,i-n-salah,27.1935,2.4607,39.21,13,12,5.2,DZ,1725391383
579,peniche,39.3558,-9.3811,18.45,85,0,11.39,PT,1725391384
580,serpa,37.9458,-7.5975,25.54,37,0,6.16,PT,1725391385
581,mayang imphal,24.6167,93.8833,21.17,97,100,0.61,IN,1725391386
582,tarko-sale,64.9225,77.785,7.73,96,100,2.17,RU,1725391387
